Amine_number,Full_SMILES,Amine_SMILES,Tail_length,Num_tails,Amine,Tail,Delivery_target,Route_of_administration,Purity,Target_or_delivered_gene,Experiment_weight,Value_name
331,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCc1ccc(OC)cc1,COc1ccc(CCN)cc1,12,2,KW_A331,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
352,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCc1ccccc1F,NCCc1ccccc1F,12,2,KW_A352,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
6,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCC1OCCO1,NCCC1OCCO1,12,2,KW_A6,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
108,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C(C)C)C(C)C,CC(C)N(CCN)C(C)C,12,2,KW_A108,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
78,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C)C,CN(C)CCN,12,2,KW_A78,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
503,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C)CCCN(C)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CN(CCN)CCCN(C)CCN,12,4,KW_A503,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
500,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CN(CCN)CCN(C)CCN,12,4,KW_A500,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
113,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CN(CCN)CCN,12,4,KW_A113,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
501,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CC)CCN(CC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CCN(CCN)CCN(CC)CCN,12,4,KW_A501,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
301,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)C(C)C,CC(C)NCCN,12,3,KW_A301,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
340,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)c1ccccc1,NCCNc1ccccc1,12,3,KW_A340,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
341,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccccc1,NCCNCc1ccccc1,12,3,KW_A341,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
99,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCN,12,4,KW_A99,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
123,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CC)CC,CCN(CC)CCNCCN,12,3,KW_A123,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
114,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCNCCN,12,5,KW_A114,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
98,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCNCCNCCN,12,6,KW_A98,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
111,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCNCCNCCNCCN,12,7,KW_A111,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
156,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCNCCNCCNCCNCCN,12,8,KW_A156,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
200,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CC1,NCCNCCN1CCN(CCN)CC1,12,5,KW_A200,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
115,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CCCCCCCCCCCCN(CCN)CCN,12,4,KW_A115,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
110,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCN(CCN)CCN,12,6,KW_A110,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
86,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCO)CCO,NCCN(CCO)CCO,12,2,KW_A86,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
76,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCCC1,NCCN1CCCC1,12,2,KW_A76,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
82,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCCCC1,NCCN1CCCCC1,12,2,KW_A82,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
205,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)CC1,NCCN1CCNCC1,12,3,KW_A205,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
502,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CC1,NCCN1CCN(CCN)CC1,12,4,KW_A502,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
90,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCOCC1,NCCN1CCOCC1,12,2,KW_A90,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
75,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CN(CC)CCC,CCCN(CC)CN,12,2,KW_A75,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
168,CCCCCCCCCCCCOC(=O)CCN(CCC)CCC(=O)OCCCCCCCCCCCC,CCCN,12,2,KW_A168,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
173,CCCCCCCCCCCCOC(=O)CCN(CCC)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CCCNCCCN,12,3,KW_A173,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
169,CCCCCCCCCCCCOC(=O)CCN(CCCC)CCC(=O)OCCCCCCCCCCCC,CCCCN,12,2,KW_A169,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
320,CCCCCCCCCCCCOC(=O)CCN(CCCc1ccccc1)CCC(=O)OCCCCCCCCCCCC,NCCCc1ccccc1,12,2,KW_A320,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
170,CCCCCCCCCCCCOC(=O)CCN(CCCCC)CCC(=O)OCCCCCCCCCCCC,CCCCCN,12,2,KW_A170,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
321,CCCCCCCCCCCCOC(=O)CCN(CCCCc1ccccc1)CCC(=O)OCCCCCCCCCCCC,NCCCCc1ccccc1,12,2,KW_A321,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
171,CCCCCCCCCCCCOC(=O)CCN(CCCCCC)CCC(=O)OCCCCCCCCCCCC,CCCCCCN,12,2,KW_A171,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
157,CCCCCCCCCCCCOC(=O)CCN(CCCCCCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCCCCCCN,12,4,KW_A157,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
175,CCCCCCCCCCCCOC(=O)CCN(CCCCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCCCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCCCCNCCCCCCN,12,5,KW_A175,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
36,CCCCCCCCCCCCOC(=O)CCN(CCCCCCO)CCC(=O)OCCCCCCCCCCCC,NCCCCCCO,12,2,KW_A36,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
32,CCCCCCCCCCCCOC(=O)CCN(CCCCCO)CCC(=O)OCCCCCCCCCCCC,NCCCCCO,12,2,KW_A32,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
220,CCCCCCCCCCCCOC(=O)CCN(CCCCN(C)Cc1ccccc1)CCC(=O)OCCCCCCCCCCCC,CN(CCCCN)Cc1ccccc1,12,2,KW_A220,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
221,CCCCCCCCCCCCOC(=O)CCN(CCCCN1CCN(C)CC1)CCC(=O)OCCCCCCCCCCCC,CN1CCN(CCCCN)CC1,12,2,KW_A221,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
28,CCCCCCCCCCCCOC(=O)CCN(CCCCO)CCC(=O)OCCCCCCCCCCCC,NCCCCO,12,2,KW_A28,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
80,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCC,CN(C)CCCN,12,2,KW_A80,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
80,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCC,CN(C)CCCN,12,2,KW_A80,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
303,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CN(C)CCCNCCCN,12,3,KW_A303,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
306,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,CN(CCCN)CCCN,12,4,KW_A306,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
81,CCCCCCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCCCCCC,CCN(CC)CCCN,12,2,KW_A81,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
100,CCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCN,12,4,KW_A100,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
174,CCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCNCCCN,12,5,KW_A174,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
112,CCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCNCCN,12,5,KW_A112,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
121,CCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCNCCCNCCN,12,6,KW_A121,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
176,CCCCCCCCCCCCOC(=O)CCN(CCCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCNCCCNCCCN,12,6,KW_A176,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
237,CCCCCCCCCCCCOC(=O)CCN(CCCN1CCN(C(C)C)CC1)CCC(=O)OCCCCCCCCCCCC,CC(C)N1CCN(CCCN)CC1,12,2,KW_A237,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
313,CCCCCCCCCCCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CC1)CCC(=O)OCCCCCCCCCCCC,NCCCN1CCN(CCCN)CC1,12,4,KW_A313,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
93,CCCCCCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCCCCCC,NCCCn1ccnc1,12,2,KW_A93,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
91,CCCCCCCCCCCCOC(=O)CCN(CCCN1CCOCC1)CCC(=O)OCCCCCCCCCCCC,NCCCN1CCOCC1,12,2,KW_A91,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
20,CCCCCCCCCCCCOC(=O)CCN(CCCO)CCC(=O)OCCCCCCCCCCCC,NCCCO,12,2,KW_A20,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
198,CCCCCCCCCCCCOC(=O)CCN(CCCOC(C)C)CCC(=O)OCCCCCCCCCCCC,CC(C)OCCCN,12,2,KW_A198,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
1,CCCCCCCCCCCCOC(=O)CCN(CCCOC)CCC(=O)OCCCCCCCCCCCC,COCCCN,12,2,KW_A1,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
163,CCCCCCCCCCCCOC(=O)CCN(CCCOC)CCC(=O)OCCCCCCCCCCCC,COCCCN,12,2,KW_A163,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
162,CCCCCCCCCCCCOC(=O)CCN(CCCOCCCCOCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCOCCCCOCCCN,12,4,KW_A162,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
161,CCCCCCCCCCCCOC(=O)CCN(CCCOCCOCCOCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCCOCCOCCOCCCN,12,4,KW_A161,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
199,CCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCC)C(C)(C)C)C(C)(C)C,CC(C)(C)NCCNC(C)(C)C,12,2,KW_A199,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
62,CCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCC)C(C)C)C(C)C,CC(C)NCCNC(C)C,12,2,KW_A62,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
166,CCCCCCCCCCCCOC(=O)CCN(CCO)CCC(=O)OCCCCCCCCCCCC,NCCO,12,2,KW_A166,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
109,CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCNCCO,12,3,KW_A109,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
103,CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCO)CCC(=O)OCCCCCCCCCCCC,OCCNCCNCCO,12,2,KW_A103,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
167,CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCO)CCC(=O)OCCCCCCCCCCCC,OCCNCCNCCO,12,2,KW_A167,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
10,CCCCCCCCCCCCOC(=O)CCN(CCOC)CCC(=O)OCCCCCCCCCCCC,COCCN,12,2,KW_A10,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
11,CCCCCCCCCCCCOC(=O)CCN(CCOCC)CCC(=O)OCCCCCCCCCCCC,CCOCCN,12,2,KW_A11,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
229,CCCCCCCCCCCCOC(=O)CCN(CCOCCN1CCCC1)CCC(=O)OCCCCCCCCCCCC,NCCOCCN1CCCC1,12,2,KW_A229,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
31,CCCCCCCCCCCCOC(=O)CCN(CCOCCO)CCC(=O)OCCCCCCCCCCCC,NCCOCCO,12,2,KW_A31,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
164,CCCCCCCCCCCCOC(=O)CCN(CCOCCO)CCC(=O)OCCCCCCCCCCCC,NCCOCCO,12,2,KW_A164,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
159,CCCCCCCCCCCCOC(=O)CCN(CCOCCOCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCOCCOCCN,12,4,KW_A159,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
160,CCCCCCCCCCCCOC(=O)CCN(CCOCCOCCOCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,NCCOCCOCCOCCN,12,4,KW_A160,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
152,CCCCCCCCCCCCOC(=O)CCN1C(C)N(CCC(=O)OCCCCCCCCCCCC)C(C)N(CCC(=O)OCCCCCCCCCCCC)C1C,CC1NC(C)NC(C)N1,12,3,KW_A152,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
126,CCCCCCCCCCCCOC(=O)CCN1CC[C@@H](N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)C1,N[C@H]1CCNC1,12,3,KW_A126,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
128,CCCCCCCCCCCCOC(=O)CCN1CCC(N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CC1,NC1CCNCC1,12,3,KW_A128,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
139,CCCCCCCCCCCCOC(=O)CCN1CCCCN(C)CCN(CCC(=O)OCCCCCCCCCCCC)CCCN(C)CC1,CN1CCCCNCCN(C)CCCNCC1,12,2,KW_A139,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
135,CCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCC)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC1,C1CNCCCNCCCNC1,12,3,KW_A135,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
140,CCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCC)CCCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCC1,C1CNCCCNCCNCCCNC1,12,4,KW_A140,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
138,CCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCCN(CCC(=O)OCCCCCCCCCCCC)CC1,C1CNCCNCCCNCCNC1,12,4,KW_A138,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
137,CCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CC1,C1CNCCNCCNCCNC1,12,4,KW_A137,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
130,CCCCCCCCCCCCOC(=O)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)[C@H](C)C1,C[C@@H]1CNCCN1,12,2,KW_A130,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
133,CCCCCCCCCCCCOC(=O)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)C(c2ccccc2)C1,c1ccc(C2CNCCN2)cc1,12,2,KW_A133,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
366,CCCCCCCCCCCCOC(=O)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)C2C1N(CCC(=O)OCCCCCCCCCCCC)CCN2CCC(=O)OCCCCCCCCCCCC,C1CNC2NCCNC2N1,12,4,KW_A366,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
129,CCCCCCCCCCCCOC(=O)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)CC1,C1CNCCN1,12,2,KW_A129,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
136,CCCCCCCCCCCCOC(=O)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CC1,C1CNCCNCCNCCN1,12,4,KW_A136,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
141,CCCCCCCCCCCCOC(=O)CCN1CCOCCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CC1,C1CNCCOCCNCCN1,12,3,KW_A141,C12,hela,in_vitro,Crude,FFL,1,FFL silencing
383,CCCCCCCCCCCOC(=O)CCN(C)c1ccc(Cc2ccc(N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)cc2)cc1,CNc1ccc(Cc2ccc(N)cc2)cc1,11,3,KW_A383,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
342,CCCCCCCCCCCOC(=O)CCN(C)c1ccccc1N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,CNc1ccccc1N,11,3,KW_A342,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
172,CCCCCCCCCCCOC(=O)CCN(C)CCCCCCN(C)CCC(=O)OCCCCCCCCCCC,CNCCCCCCNC,11,2,KW_A172,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
218,CCCCCCCCCCCOC(=O)CCN(C)CCCN(CC)CCCN(C)CCC(=O)OCCCCCCCCCCC,CCN(CCCNC)CCCNC,11,2,KW_A218,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
96,CCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,CNCCCN,11,3,KW_A96,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
60,CCCCCCCCCCCOC(=O)CCN(C)CCN(C)CCC(=O)OCCCCCCCCCCC,CNCCNC,11,2,KW_A60,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
95,CCCCCCCCCCCOC(=O)CCN(C)CCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,CNCCN,11,3,KW_A95,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
304,CCCCCCCCCCCOC(=O)CCN(C)CCN(CCN(C)CCC(=O)OCCCCCCCCCCC)CCN(C)CCC(=O)OCCCCCCCCCCC,CNCCN(CCNC)CCNC,11,3,KW_A304,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
68,CCCCCCCCCCCOC(=O)CCN(C)CCOCCN(C)CCC(=O)OCCCCCCCCCCC,CNCCOCCNC,11,2,KW_A68,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
69,CCCCCCCCCCCOC(=O)CCN(C)CCOCCOCCN(C)CCC(=O)OCCCCCCCCCCC,CNCCOCCOCCNC,11,2,KW_A69,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
165,CCCCCCCCCCCOC(=O)CCN(C)CCOCCOCCN(C)CCC(=O)OCCCCCCCCCCC,CNCCOCCOCCNC,11,2,KW_A165,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
397,CCCCCCCCCCCOC(=O)CCN(c1ccccc1)c1ccc(-c2ccc(N(CCC(=O)OCCCCCCCCCCC)c3ccccc3)cc2)cc1,c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,11,2,KW_A397,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
64,CCCCCCCCCCCOC(=O)CCN(CC)CCCN(CC)CCC(=O)OCCCCCCCCCCC,CCNCCCNCC,11,2,KW_A64,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
61,CCCCCCCCCCCOC(=O)CCN(CC)CCN(CC)CCC(=O)OCCCCCCCCCCC,CCNCCNCC,11,2,KW_A61,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
124,CCCCCCCCCCCOC(=O)CCN(CC)CCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,CCNCCN,11,3,KW_A124,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
393,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)[C@@H](c1ccccc1)[C@@H](c1ccccc1)N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,N[C@@H](c1ccccc1)[C@H](N)c1ccccc1,11,4,KW_A393,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
191,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)[C@@H](CO)CC(C)C,CC(C)C[C@H](N)CO,11,2,KW_A191,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
192,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)[C@@H](CO)CC(C)C,CC(C)C[C@H](N)CO,11,2,KW_A192,C11,hela,in_vitro,Crude,FFL,1,FFL silencing
